,MAKE,MODEL,MODEL_DESCRIPTION,VARIANT,YEAR,CC,HORSEPOWER,PRICE,TRANSMISSION,CURRENCY,TAX_RATE,PRICE_INCLUDE_TAX
1181,DAIHATSU,GRAN MAX,Gran Max,1.3 F,2016,1.3,88,90000000.0,0,Rp,,90000000.0
1182,DAIHATSU,GRAN MAX,Gran Max,1.3 Pick Up,2016,1.3,88,90000000.0,0,Rp,,90000000.0
1183,DAIHATSU,SIGRA,Sigra,R Deluxe M/T,2016,1.2,92,90000000.0,Manual Transmission,Rp,,90000000.0
1184,TOYOTA,CALYA,Calya,E M/T,2016,1.2,88,90000000.0,Manual Transmission,Rp,,90000000.0
1185,DAIHATSU,SIGRA,Sigra,D M/T,2017,1.0,66,90000000.0,Manual Transmission,Rp,,90000000.0
1186,DAIHATSU,SIGRA,Sigra,R Deluxe M/T,2017,1.2,92,90000000.0,Manual Transmission,Rp,,90000000.0
1187,DAIHATSU,AYLA,Ayla,X A/T Facelift,2018,1.2,60,90000000.0,Automatic Transmission,Rp,,90000000.0
1188,DATSUN,GO,Go Panca,Facelift T Active CVT,2018,1.2,76,90000000.0,CVT,Rp,,90000000.0
1189,DATSUN,GO+,Go Plus Panca,Facelift T Active CVT,2018,1.2,67,90000000.0,CVT,Rp,,90000000.0
1190,RENAULT,KWID,Kwid,M/T,2018,1.0,68,90000000.0,Manual Transmission,Rp,,90000000.0
1191,SUZUKI,CARRY,Suzuki Carry Pick Up,Carry 1.5 Pick Up,2018,1.5,-,90000000.0,0,Rp,,90000000.0
1192,DATSUN,GO,Go Panca,STD MT,2019,1.2,76,90000000.0,0,Rp,,90000000.0
1193,DATSUN,GO,Go Panca,T Style M/T,2019,1.2,76,90000000.0,Manual Transmission,Rp,,90000000.0
1194,DATSUN,GO+,Go Plus Panca,T Active M/T,2019,1.2,67,90000000.0,Manual Transmission,Rp,,90000000.0
1195,SUZUKI,MEGA CARRY,Suzuki Pick up Mega carry,Suzuki Pick up Mega carry,2014,1.5,-,92000000.0,0,Rp,,92000000.0
1196,MAZDA,MAZDA2,Mazda2,Hatchback R M/T,2011,1.5,115,93000000.0,Manual Transmission,Rp,,93000000.0
1197,NISSAN,TERRANO,Terrano,KingsRoad,2002,2.4,118,95000000.0,0,Rp,,95000000.0
1198,ISUZU,PANTHER,Panther - New,Hi-Grade LS,2003,2.5,86,95000000.0,0,Rp,,95000000.0
1199,ISUZU,PANTHER,Panther - New,Hi-Grade LS A/T,2003,2.5,86,95000000.0,Automatic Transmission,Rp,,95000000.0
1200,ISUZU,PANTHER,Panther - New,Hi-Grade SS,2003,2.5,86,95000000.0,0,Rp,,95000000.0
1201,HONDA,STREAM,Stream,2.0 Tiptronic Facelift,2005,1.7,131,95000000.0,Tiptronic,Rp,,95000000.0
1202,HONDA,STREAM,Stream,1.7 M/T Facelift,2006,1.7,131,95000000.0,Manual Transmission,Rp,,95000000.0
1203,HONDA,STREAM,Stream,A/T Facelift,2006,1.7,131,95000000.0,Automatic Transmission,Rp,,95000000.0
1204,MAZDA,MAZDA3,Mazda3,1.6 A/T,2006,1.6,105,95000000.0,Automatic Transmission,Rp,,95000000.0
1205,TOYOTA,COROLLA ALTIS,Corolla Altis,G A/T Facelift VVTI,2006,1.8,149,95000000.0,Automatic Transmission,Rp,,95000000.0
1206,TOYOTA,KIJANG INNOVA,Kijang Innova - Bensin,G A/T,2006,2.0,136,95000000.0,Automatic Transmission,Rp,,95000000.0
1207,TOYOTA,KIJANG INNOVA,Kijang Innova - Bensin,G M/T,2006,2.0,136,95000000.0,Manual Transmission,Rp,,95000000.0
1208,HYUNDAI,GETZ,Getz,LS 3 Doors A/T,2007,1.3,82,95000000.0,Automatic Transmission,Rp,,95000000.0
1209,ISUZU,D-MAX,D-Max,Double Cab,2007,3.0,163,95000000.0,0,Rp,,95000000.0
1210,ISUZU,PANTHER,Panther - New,LM Smart Turbo,2007,2.5,80,95000000.0,0,Rp,,95000000.0
1211,MAZDA,TRIBUTE,Tribute,2.3 A/T,2007,2.3,153,95000000.0,Automatic Transmission,Rp,,95000000.0
1212,DAIHATSU,TERIOS,Terios,TX A/T,2008,1.5,109,95000000.0,Automatic Transmission,Rp,,95000000.0
1213,HONDA,JAZZ,Jazz,VTEC M/T,2008,1.5,130,95000000.0,Manual Transmission,Rp,,95000000.0
1214,NISSAN,SERENA,Serena - C 24,Highway Star,2008,2.0,145,95000000.0,0,Rp,,95000000.0
1215,TOYOTA,RUSH,Rush,S A/T,2008,1.5,110,95000000.0,Automatic Transmission,Rp,,95000000.0
1216,TOYOTA,YARIS,Yaris,E M/T,2008,1.5,107,95000000.0,Manual Transmission,Rp,,95000000.0
1217,DAIHATSU,TERIOS,Terios,TX M/T,2009,1.5,109,95000000.0,Manual Transmission,Rp,,95000000.0
1218,KIA,PREGIO,Pregio,Lohan,2009,2.7,78,95000000.0,0,Rp,,95000000.0
1219,TOYOTA,KIJANG INNOVA,Kijang Innova - Bensin,E A/T,2009,2.0,136,95000000.0,Automatic Transmission,Rp,,95000000.0
1220,TOYOTA,KIJANG INNOVA,Kijang Innova - Bensin,E Facelift,2009,2.0,136,95000000.0,0,Rp,,95000000.0
1221,KIA,PREGIO,Pregio,Lohan,2010,2.7,78,95000000.0,0,Rp,,95000000.0
1222,SUZUKI,APV,Suzuki APV Arena,Suzuki Arena GL,2010,1.5,107,95000000.0,0,Rp,,95000000.0
1223,SUZUKI,APV,Suzuki APV Arena,Suzuki Arena GX A/T,2010,1.5,107,95000000.0,Automatic Transmission,Rp,,95000000.0
1224,TOYOTA,AVANZA,Avanza,G VVT-I M/T,2010,1.3,96,95000000.0,Manual Transmission,Rp,,95000000.0
1225,DAIHATSU,LUXIO,Luxio,X Ultimate M/T,2011,1.5,97,95000000.0,Manual Transmission,Rp,,95000000.0
1226,HYUNDAI,GRAND AVEGA,Grand Avega,GL A/T,2011,1.5,108,95000000.0,Automatic Transmission,Rp,,95000000.0
1227,KIA,RIO,Rio,1.4 M/T,2011,1.4,100,95000000.0,Manual Transmission,Rp,,95000000.0
1228,NISSAN,GRAND LIVINA,Grand Livina,1.5 XV A/T Ultimate,2011,1.5,109,95000000.0,Automatic Transmission,Rp,,95000000.0
1229,PEUGEOT,207,207,A/T,2011,1.4,76,95000000.0,Automatic Transmission,Rp,,95000000.0
1230,PEUGEOT,207,207,Sedan Sportium A/T,2011,1.4,76,95000000.0,Automatic Transmission,Rp,,95000000.0
